seller_rank,seller_id_short,seller_state,total_orders,seller_attributed_order_value,avg_review,late_rate,performance_tier
601,e0878efa...c081,PR,27,5594.91,3.5185185185185186,0.19230769230769232,medium
602,a3f0b55d...f678,PR,24,5577.74,4.416666666666667,0.041666666666666664,medium
603,cc5a78bb...368c,MG,33,5573.35,4.454545454545454,0.030303030303030304,medium
604,ef990a83...5aa8,SC,43,5557.24,3.627906976744186,0.2558139534883721,medium
605,822166ed...c726,RJ,69,5535.949999999999,3.985294117647059,0.014492753623188406,medium
606,4bf2f4ee...cc80,SP,29,5501.009999999999,4.137931034482759,0.034482758620689655,medium
607,d379f449...f705,MG,28,5499.8,3.892857142857143,0.03571428571428571,medium
608,d673a59a...0a11,SP,79,5499.5599999999995,3.911392405063291,0.10126582278481013,medium
609,834f8533...203a,SP,43,5496.31,3.813953488372093,0.14634146341463414,medium
610,951e8cef...702c,SP,64,5493.089999999999,4.081967213114754,0.08064516129032258,medium
611,e9c6969d...2b98,SP,10,5481.9800000000005,4.4,0.0,medium
612,4d0041cd...cc74,MG,8,5465.49,4.5,0.0,medium
613,891071be...8a63,SP,92,5454.349999999999,3.7717391304347827,0.17647058823529413,medium
614,0ef83d7d...f88a,PR,48,5447.8099999999995,4.148936170212766,0.020833333333333332,medium
615,42b729f8...ef37,SP,104,5434.07,4.466019417475728,0.07766990291262135,medium
616,c68fb906...5467,SP,45,5433.61,4.5227272727272725,0.022222222222222223,medium
617,8bd0f31c...ea69,SP,33,5423.32,4.28125,0.030303030303030304,medium
618,db4350fd...17f9,SP,137,5421.639999999999,4.139705882352941,0.03676470588235294,medium
619,a3dd39f5...921e,BA,34,5412.16,4.588235294117647,0.029411764705882353,medium
620,4c498c73...eca0,SP,48,5389.759999999999,4.291666666666667,0.1276595744680851,medium
621,45213867...a951,SP,14,5389.16,3.857142857142857,0.14285714285714285,medium
622,503c1de0...db55,SP,22,5321.9,4.409090909090909,0.09090909090909091,medium
623,6860153b...cf62,SP,74,5318.23,4.095890410958904,0.0945945945945946,medium
624,715bbd5b...58b0,SP,62,5315.879999999999,4.467741935483871,0.08064516129032258,medium
625,beadbee3...95ad,SP,64,5311.5199999999995,3.90625,0.25,medium
626,65febd49...f527,SP,35,5301.14,4.314285714285714,0.06060606060606061,medium
627,ce69a802...c293,PR,19,5289.050000000001,4.473684210526316,0.10526315789473684,medium
628,c12b92bf...9c86,SP,17,5252.840000000001,3.8823529411764706,0.058823529411764705,medium
629,c9a06ece...909b,DF,14,5229.62,3.0,0.0,medium
630,eed78ac1...cd4e,SP,22,5195.839999999999,3.772727272727273,0.0,medium
631,d12c926d...e161,SP,78,5192.82,4.32051282051282,0.013157894736842105,medium
632,99002261...43ea,MT,36,5188.33,3.7222222222222223,0.08333333333333333,medium
633,0509040e...7738,MG,89,5183.1,4.482758620689655,0.06896551724137931,medium
634,9df57502...d634,RS,11,5176.299999999999,4.0,0.09090909090909091,medium
635,b17b679f...8246,SP,55,5160.82,3.709090909090909,0.18,medium
636,232a6014...b4b0,SP,33,5133.27,4.15625,0.0625,medium
637,f0b47fbb...1b3f,SP,68,5132.19,4.220588235294118,0.1044776119402985,medium
638,6fc26fe1...84f9,SP,35,5128.0599999999995,3.911764705882353,0.11428571428571428,medium
639,1fe5540d...0d9e,RJ,20,5118.75,4.3,0.05,medium
640,822b6391...17b7,SP,8,5097.07,3.875,0.0,medium
641,8931a84a...47ca,SP,29,5092.89,4.071428571428571,0.06896551724137931,medium
642,b90e8916...3645,PR,34,5081.3099999999995,4.323529411764706,0.0,medium
643,5c030029...9009,SC,7,5079.9,4.857142857142857,0.0,medium
644,8a130737...39c9,SP,56,5064.320000000001,4.446428571428571,0.07142857142857142,medium
645,6ec1a01e...5919,SP,31,5063.759999999999,4.133333333333334,0.2,medium
646,bccf933e...3e77,SP,45,5047.21,4.5227272727272725,0.022222222222222223,medium
647,31da954d...f931,SP,29,5032.71,4.206896551724138,0.10344827586206896,medium
648,99a54764...a3fb,SP,45,5026.26,3.6136363636363638,0.20454545454545456,medium
649,15aac934...a898,ES,25,5019.599999999999,4.24,0.12,medium
650,37dd29b3...3645,SP,7,5016.43,3.857142857142857,0.14285714285714285,medium
651,827f8f69...332f,PR,91,5003.960000000001,4.286516853932584,0.0989010989010989,medium
652,0307f756...b1a9,SP,7,5003.57,3.142857142857143,0.0,medium
653,8f580d36...d447,SP,8,4993.4,4.375,0.125,medium
654,e81e1f9c...9e16,SC,17,4979.49,4.0,0.058823529411764705,medium
655,382229d1...e417,RJ,46,4966.62,4.217391304347826,0.1111111111111111,medium
656,6b3bd31a...ecdf,RJ,36,4955.92,4.0,0.08571428571428572,medium
657,fde0cc9e...8c71,PR,35,4921.2699999999995,4.485714285714286,0.02857142857142857,medium
658,3c03b12b...1aa0,RJ,37,4919.77,3.8333333333333335,0.16216216216216217,medium
659,1b938a7e...5f90,SP,30,4897.83,4.3,0.034482758620689655,medium
660,cb41bfbc...9a59,SP,12,4888.68,3.3333333333333335,0.36363636363636365,medium
661,c840d3fd...b253,PR,9,4881.929999999999,3.5555555555555554,0.0,medium
662,b76dba6c...037e,SP,159,4881.879999999999,4.178343949044586,0.03184713375796178,medium
663,ec887996...a711,SP,36,4881.38,4.314285714285714,0.17142857142857143,medium
664,968268a6...8130,SP,12,4880.84,3.5,0.0,medium
665,2addf05f...73d5,DF,12,4877.64,5.0,0.0,medium
666,f6122bc8...db9f,SP,3,4874.360000000001,3.6666666666666665,0.3333333333333333,medium
667,c004e5ea...0b75,SP,2,4874.32,1.0,1.0,medium
668,55a5b51f...262a,MG,39,4849.38,4.461538461538462,0.07692307692307693,medium
669,e49c26c3...4d37,PE,35,4829.709999999999,4.457142857142857,0.0,medium
670,f3da5b2f...d7dd,SP,79,4826.86,3.83974358974359,0.14285714285714285,medium
671,95f83f51...4c7f,MG,52,4826.51,3.673076923076923,0.06,medium
672,8f119a0a...94fd,SP,77,4826.45,4.246753246753247,0.05333333333333334,medium
673,6288c69c...8b16,SP,22,4812.48,3.9545454545454546,0.05,medium
674,43f8c995...0da6,SP,41,4807.22,4.560975609756097,0.07317073170731707,medium
675,9803a40e...5231,GO,11,4791.379999999999,3.727272727272727,0.0,medium
676,2e3be8a9...c14e,MG,18,4777.55,3.1666666666666665,0.07142857142857142,medium
677,520b493b...25c7,SP,63,4762.87,4.2936507936507935,0.031746031746031744,medium
678,cd6efc47...b4f1,RJ,31,4757.159999999999,4.483870967741935,0.0967741935483871,medium
679,13d058e4...5812,SP,23,4755.88,4.217391304347826,0.13636363636363635,medium
680,f76a3b13...40f0,SP,24,4748.98,3.4583333333333335,0.375,medium
681,3f3486b6...c5bb,SP,40,4726.570000000001,4.325,0.15384615384615385,medium
682,180c3376...a843,SP,5,4722.969999999999,4.4,0.2,medium
683,81f89e42...51da,SP,46,4721.179999999999,3.6739130434782608,0.0,medium
684,13fa2a6c...7a12,SP,9,4719.44,4.111111111111111,0.3333333333333333,medium
685,602044f2...21cb,SP,50,4677.44,3.183673469387755,0.1875,medium
686,1eade46f...636b,SP,58,4673.709999999999,4.431034482758621,0.13793103448275862,medium
687,f97e2b06...b62f,SP,16,4665.98,4.0,0.0625,medium
688,c5003674...a330,SP,9,4658.389999999999,3.7777777777777777,0.1111111111111111,medium
689,8cbac7e1...7478,SC,67,4654.35,4.119402985074627,0.06060606060606061,medium
690,bf3c6d2a...dcc9,SP,35,4648.15,4.6,0.02857142857142857,medium
691,2199e7fe...9a5d,SP,25,4647.78,4.24,0.041666666666666664,medium
692,6a0cbc8a...74c6,SP,35,4639.42,4.0588235294117645,0.08823529411764706,medium
693,4d600e08...2fee,PR,8,4633.46,4.0,0.0,medium
694,3f995f07...7d81,SP,43,4627.200000000001,4.209302325581396,0.023255813953488372,medium
695,40682277...3ec5,SP,45,4596.340000000001,4.295454545454546,0.13636363636363635,medium
696,d5ba419e...b46d,SP,34,4581.509999999999,3.909090909090909,0.12121212121212122,medium
697,681fce91...5a96,PR,23,4571.8,4.0,0.13043478260869565,medium
698,271c58a1...3a3b,SP,29,4568.709999999999,4.068965517241379,0.07407407407407407,medium
699,8ed8ea9a...1d56,SC,19,4562.969999999999,4.473684210526316,0.0,medium
700,f4aba7c0...cdd1,SP,110,4557.5,3.9444444444444446,0.06481481481481481,medium
701,6b333a05...9855,DF,12,4554.88,4.333333333333333,0.08333333333333333,medium
702,e883aa81...fe91,SP,26,4554.46,4.153846153846154,0.038461538461538464,medium
703,238fac59...f1d9,SP,29,4545.5199999999995,4.0,0.10344827586206896,medium
704,3361277d...9756,PR,29,4540.9,4.344827586206897,0.06896551724137931,medium
705,f021c962...94d1,SC,5,4533.87,4.2,0.0,medium
706,1fdc5748...a74a,SP,18,4524.27,4.444444444444445,0.05555555555555555,medium
707,4559697a...baff,SP,42,4474.27,4.0476190476190474,0.07692307692307693,medium
708,7f152321...96c1,SC,20,4471.92,3.8,0.3,medium
709,56642bcb...4267,SP,48,4471.79,4.0625,0.08333333333333333,medium
710,f00e21b1...3ff1,SP,31,4471.06,4.1,0.03225806451612903,medium
711,282c7480...c010,SP,5,4466.3099999999995,4.0,0.2,medium
712,02f58373...523a,PR,30,4463.88,4.833333333333333,0.03333333333333333,medium
713,66dc1b16...2107,SP,37,4449.26,3.5675675675675675,0.027777777777777776,medium
714,14d79857...ab2b,SP,37,4441.0,4.324324324324325,0.13513513513513514,medium
715,870d0118...989a,MG,45,4428.03,4.044444444444444,0.044444444444444446,medium
716,38e679b9...4dae,PR,28,4418.099999999999,4.0,0.037037037037037035,medium
717,6bb0724e...7241,SP,17,4416.52,4.466666666666667,0.17647058823529413,medium
718,1b8356da...2730,SP,56,4413.610000000001,4.160714285714286,0.01818181818181818,medium
719,070d1653...a358,SP,32,4396.75,3.3225806451612905,0.16129032258064516,medium
720,3d8fa2f5...7a9f,SP,43,4390.55,4.154761904761905,0.023809523809523808,medium
721,79ed7553...22cd,SP,23,4366.660000000001,4.7272727272727275,0.0,medium
722,edf96ef9...2894,SP,25,4365.78,3.88,0.12,medium
723,96804ea3...bb9e,MG,38,4365.76,4.052631578947368,0.02702702702702703,medium
724,2745f798...76d7,SP,32,4364.99,3.967741935483871,0.09375,medium
725,42fa4ee7...2ba7,RS,22,4364.469999999999,4.809523809523809,0.0,medium
726,3c4e0452...7032,PR,32,4352.52,3.838709677419355,0.03125,medium
727,9b158575...ec48,RJ,3,4349.04,3.6666666666666665,0.0,medium
728,ed4311e6...3087,SP,25,4342.81,4.625,0.08,medium
729,6481e965...d80d,SP,32,4340.860000000001,4.1875,0.03125,medium
730,8b2492b7...bad9,RJ,29,4336.26,4.172413793103448,0.06896551724137931,medium
731,276677b5...e48b,MG,33,4320.639999999999,3.909090909090909,0.0967741935483871,medium
732,4c18691b...8ab5,SP,63,4316.51,3.873015873015873,0.07936507936507936,medium
733,2e13c710...79aa,SP,24,4310.21,4.375,0.08333333333333333,medium
734,e8f6dc8e...90b3,SP,36,4308.0199999999995,3.9166666666666665,0.08571428571428572,medium
735,23a0ffca...626a,SP,23,4304.280000000001,3.9130434782608696,0.13043478260869565,medium
736,8c3b533c...18ef,MG,5,4301.7699999999995,1.5,0.6666666666666666,medium
737,80904905...8c86,SP,26,4298.03,4.1923076923076925,0.07692307692307693,medium
738,a44fb5a4...9f25,RS,19,4292.71,4.052631578947368,0.2631578947368421,medium
739,c731d18c...5b11,SC,24,4272.65,4.217391304347826,0.0,medium
740,df560393...5c87,PR,28,4267.33,3.6785714285714284,0.07692307692307693,medium
741,a0415d9b...fc03,RJ,10,4247.98,3.9,0.0,medium
742,9646c351...0dbd,SP,71,4247.32,4.352112676056338,0.028985507246376812,medium
743,5f5b43b2...c649,SP,27,4232.65,4.407407407407407,0.037037037037037035,medium
744,2d2c62be...8539,SP,16,4230.4800000000005,4.125,0.125,medium
745,994f04b3...cd2a,SP,49,4221.21,4.244897959183674,0.0851063829787234,medium
746,e7d5b006...7807,SP,28,4220.419999999999,3.9285714285714284,0.07142857142857142,medium
747,f35b3c61...59ec,SP,9,4214.29,4.555555555555555,0.2222222222222222,medium
748,643214e6...dccf,SP,66,4199.779999999999,4.409090909090909,0.12307692307692308,medium
749,2a167ca7...62f6,SP,2,4197.62,4.5,0.0,medium
750,08cdbae1...0119,MG,4,4195.46,3.25,0.5,medium
751,bede5609...8a42,SP,2,4184.77,4.5,0.0,medium
752,21e83881...2291,MG,14,4182.53,4.357142857142857,0.0,medium
753,5d3bb114...4ee0,SP,31,4178.82,3.903225806451613,0.03225806451612903,medium
754,3bdff180...a120,SP,59,4161.860000000001,4.086206896551724,0.05357142857142857,medium
755,71039d19...6699,SP,35,4158.650000000001,3.8,0.22857142857142856,medium
756,e70053bf...7496,SP,7,4158.58,4.285714285714286,0.0,medium
757,38874e32...1928,SP,6,4158.43,4.0,0.16666666666666666,medium
758,2d50d628...efe0,SP,44,4151.5199999999995,3.7045454545454546,0.14285714285714285,medium
759,33ac3e28...0e78,SP,34,4151.12,4.205882352941177,0.0,medium
760,594f9aaa...b0d5,MG,37,4136.41,4.594594594594595,0.02702702702702703,medium
761,5d9dc90a...53a3,SP,12,4131.2699999999995,4.166666666666667,0.08333333333333333,medium
762,d57e18d5...898d,SP,61,4111.1900000000005,4.426229508196721,0.03278688524590164,medium
763,c0563dd5...c92c,SP,28,4094.6800000000003,4.357142857142857,0.10714285714285714,medium
764,77e4abfd...0eb4,DF,18,4092.21,4.777777777777778,0.0,medium
765,1838dd9b...ea7a,MG,64,4075.88,4.265625,0.04838709677419355,medium
766,b1fecf4d...3643,MS,19,4066.7199999999993,4.947368421052632,0.0,medium
767,6b90f847...0acb,SP,45,4059.7299999999996,4.355555555555555,0.044444444444444446,medium
768,cfd7ddab...723d,MG,12,4058.11,4.75,0.0,medium
769,f0837c8d...4797,RS,22,4049.36,4.590909090909091,0.045454545454545456,medium
770,a2b5b610...ffe0,SP,16,4009.34,4.75,0.125,medium
771,3c010235...a76b,PR,15,4005.3200000000006,4.666666666666667,0.0,medium
772,7f2617c5...4351,SP,22,3983.2700000000004,3.8181818181818183,0.09090909090909091,medium
773,dd533b42...4bae,SP,41,3970.9799999999996,3.7804878048780486,0.1282051282051282,medium
774,4da0e408...8060,PR,44,3964.7300000000005,4.409090909090909,0.0,medium
775,b1ac6ea7...2821,RS,40,3964.3300000000004,4.35,0.0,medium
776,432c37c9...8b8c,DF,46,3938.54,4.108695652173913,0.09090909090909091,medium
777,eb4df17a...00c0,SP,11,3925.4600000000005,3.909090909090909,0.2727272727272727,medium
778,f7ccf836...6cc1,SP,70,3910.4400000000005,3.8088235294117645,0.10144927536231885,medium
779,f4db9b37...0bbf,SP,21,3909.9399999999996,4.571428571428571,0.09523809523809523,medium
780,a17f621c...0ec6,SP,65,3901.54,4.063492063492063,0.07936507936507936,medium
781,ec80e49e...9423,SP,12,3897.31,4.0,0.16666666666666666,medium
782,c9aafcd0...da4d,SP,44,3885.8999999999996,4.0227272727272725,0.1,medium
783,1d0997ff...ecd3,PE,3,3873.57,3.6666666666666665,0.3333333333333333,medium
784,0c7533c7...0e8d,SP,61,3863.51,4.147540983606557,0.04918032786885246,medium
785,960945e1...7ae8,SP,28,3861.53,4.642857142857143,0.0,medium
786,8ff38bc3...0f66,SP,2,3859.56,2.5,0.0,medium
787,aae3bfea...0b30,SP,48,3857.1699999999996,3.595744680851064,0.0,medium
788,3364a91e...94f6,RO,6,3853.8500000000004,3.8333333333333335,0.0,medium
789,3b872fd4...8618,SP,25,3843.1099999999997,3.88,0.16,medium
790,4677a543...e1cc,PR,11,3835.7,4.363636363636363,0.09090909090909091,medium
791,e48b04bf...6180,PR,25,3832.7299999999996,4.48,0.0,medium
792,218f9917...990c,SP,14,3819.54,3.642857142857143,0.14285714285714285,medium
793,f3260068...7e39,SP,9,3813.1799999999994,4.666666666666667,0.0,medium
794,5f1dc280...b542,SP,62,3803.46,4.426229508196721,0.06451612903225806,medium
795,c8b3445d...4a5e,SP,30,3800.7899999999995,4.433333333333334,0.03333333333333333,medium
796,244c2f1b...ed38,SP,23,3794.87,3.782608695652174,0.08695652173913043,medium
797,977f9f63...d306,SP,24,3793.8500000000004,3.75,0.13043478260869565,medium
798,a938325a...408e,RJ,24,3791.8099999999995,3.8333333333333335,0.041666666666666664,medium
799,f2336e11...93a9,SP,4,3762.08,4.25,0.0,medium
800,54c04bdb...ed4a,SC,18,3757.78,4.333333333333333,0.1111111111111111,medium
801,5bc24d98...1b0e,MG,17,3736.5299999999997,4.352941176470588,0.0,medium
802,cb3dd9ce...b58c,SP,50,3725.71,4.15,0.0625,medium
803,52562a9f...4903,RN,14,3710.64,4.785714285714286,0.0,medium
804,bce6a5ec...f04b,SP,14,3706.5,4.071428571428571,0.21428571428571427,medium
805,430315b7...0558,SP,20,3704.6300000000006,3.9473684210526314,0.05263157894736842,medium
806,cce6ab8d...665f,SP,63,3690.1400000000003,4.412698412698413,0.04918032786885246,medium
807,cb5df0dc...f2c7,SP,16,3689.2100000000005,2.6,0.18181818181818182,medium
808,ed46f1eb...22e9,SC,4,3686.6800000000003,4.0,0.0,medium
809,5c6d4016...53d2,SP,32,3673.17,4.0625,0.0967741935483871,medium
810,0ebd97a1...9778,MG,31,3661.68,4.483870967741935,0.0,medium
811,a6fe7de3...35a0,SP,51,3647.419999999999,3.98,0.16,medium
812,e89c4adb...1cf1,SP,24,3636.1500000000005,3.8333333333333335,0.125,medium
813,318f287a...a231,SP,52,3634.5999999999995,3.8653846153846154,0.09803921568627451,medium
814,2a1348e9...9d6b,MG,52,3631.4,3.1176470588235294,0.2708333333333333,medium
815,b8555308...9a97,SP,26,3630.03,4.0,0.07692307692307693,medium
816,c64a2aec...7f91,RS,9,3628.17,3.888888888888889,0.0,medium
817,6750d711...bcf1,RJ,6,3626.5,4.166666666666667,0.0,medium
818,d93919c9...eacb,SP,33,3624.0099999999993,4.0,0.18181818181818182,medium
819,244b0468...b44a,SP,3,3616.51,1.0,0.5,medium
820,c394e193...4849,SP,3,3611.440000000001,3.6666666666666665,0.0,medium
821,afa6714a...cc03,SP,16,3603.58,4.25,0.125,medium
822,585175ec...170a,MG,1,3602.47,5.0,0.0,medium
823,ae7ab174...13f0,PR,6,3574.06,4.333333333333333,0.0,medium
824,974cf2cb...fe10,SP,33,3559.68,4.0606060606060606,0.03333333333333333,medium
825,20d83f3e...abf7,SP,40,3557.2099999999996,4.4,0.05,medium
826,d17f467e...3b6b,RS,12,3556.55,4.0,0.18181818181818182,medium
827,5b51032e...f23d,MG,12,3548.9500000000007,4.0,0.0,medium
828,aeb36d67...1f17,SP,4,3548.1,4.5,0.25,medium
829,f593898e...d98a,SP,20,3541.12,3.7,0.15789473684210525,medium
830,8d79c8a0...f2ef,CE,27,3535.16,4.444444444444445,0.15384615384615385,medium
831,bb7a14e2...eeee,RJ,11,3519.45,4.181818181818182,0.1,medium
832,f61c63d1...ae72,SP,26,3501.69,4.0,0.07692307692307693,medium
833,b335c59a...6739,MG,33,3480.7200000000003,3.8484848484848486,0.03333333333333333,medium
834,1771297a...a505,SP,28,3466.4300000000003,4.62962962962963,0.03571428571428571,medium
835,fce62094...dfdd,SP,4,3452.63,4.0,0.25,medium
836,2156f267...09d0,SP,22,3433.8900000000003,3.8636363636363638,0.14285714285714285,medium
837,55f7a331...25fe,SP,22,3420.4500000000007,3.772727272727273,0.09090909090909091,medium
838,f7720c4f...1f1b,PR,60,3418.9700000000003,4.208333333333333,0.05084745762711865,medium
839,1ce3ae5a...3c3e,SC,40,3416.6899999999996,3.75,0.1,medium
840,bd697db5...29b2,SP,22,3415.2,4.181818181818182,0.0,medium
841,a1474fd4...9408,SP,12,3413.5200000000004,4.333333333333333,0.16666666666666666,medium
842,5bc55dbe...0dc8,MG,17,3409.38,2.411764705882353,0.23529411764705882,medium
843,3fd1e727...7967,SP,37,3394.4199999999996,3.7837837837837838,0.2,medium
844,5cbbd5a2...e43e,PR,36,3385.21,4.277777777777778,0.0,medium
845,49e7217c...8737,MG,13,3378.31,3.8461538461538463,0.0,medium
846,d25aa0aa...38b3,SC,17,3373.13,4.470588235294118,0.058823529411764705,medium
847,e99e927c...f10f,MG,22,3360.4700000000003,3.6363636363636362,0.19047619047619047,medium
848,5b351361...ea85,RJ,7,3350.29,2.5714285714285716,0.2857142857142857,medium
849,cd06602b...d35c,SP,44,3335.33,3.6818181818181817,0.046511627906976744,medium
850,31561f32...b3db,SP,36,3329.3600000000006,4.638888888888889,0.027777777777777776,medium
851,fd386aa7...b4a3,SP,69,3316.17,4.3478260869565215,0.10144927536231885,medium
852,4305fe92...d927,MG,19,3314.2499999999995,3.9473684210526314,0.0,medium
853,33576ec5...fde6,PR,31,3287.98,4.096774193548387,0.03225806451612903,medium
854,51702dc2...0726,SP,13,3287.04,4.3076923076923075,0.0,medium
855,efcd8d21...974b,SP,47,3280.19,4.170212765957447,0.021739130434782608,medium
856,730937bf...c213,SP,22,3277.17,4.409090909090909,0.045454545454545456,medium
857,850913d5...3edb,SP,32,3270.96,3.4375,0.1724137931034483,medium
858,b4948913...eacd,SP,20,3270.8200000000006,4.65,0.05263157894736842,medium
859,ede0c036...e73d,SP,46,3269.87,3.522727272727273,0.3488372093023256,medium
860,df56d7b4...c328,PR,22,3251.5000000000005,4.090909090909091,0.045454545454545456,medium
861,60562ab0...045c,SP,17,3247.09,4.764705882352941,0.0,medium
862,d9e8c084...2e6b,SP,9,3231.8600000000006,4.333333333333333,0.0,medium
863,d93844a9...ea56,PR,12,3229.5200000000004,4.25,0.08333333333333333,medium
864,3cfa1358...76f2,SP,5,3221.53,4.8,0.0,medium
865,4992e76a...e729,SP,57,3218.5699999999997,3.912280701754386,0.07142857142857142,medium
866,4c854574...75cf,SP,4,3216.3100000000004,4.5,0.0,medium
867,a369d693...2a85,SP,11,3213.79,3.909090909090909,0.0,medium
868,6338ea67...4956,RS,37,3210.3900000000003,4.6,0.0,medium
869,8ab42aa5...5d5f,GO,20,3210.39,4.2,0.0,medium
870,ffa6adaf...354c,PR,18,3206.98,3.7777777777777777,0.0,medium
871,fec62752...cd0f,RJ,9,3195.67,4.555555555555555,0.0,medium
872,f44b6f77...3eee,SP,10,3188.24,4.9,0.0,medium
873,1996942d...3cd0,SP,10,3183.43,3.9,0.0,medium
874,be9a160a...ec7b,SC,7,3182.52,3.5714285714285716,0.0,medium
875,4342d4b2...e593,RJ,20,3163.3099999999995,1.263157894736842,0.5,medium
876,0885aaf1...7bcd,SP,28,3162.32,4.214285714285714,0.037037037037037035,medium
877,612a743d...ba35,PR,2,3162.15,4.5,0.0,medium
878,56e361f4...628b,SP,5,3155.76,4.0,0.2,medium
879,1987cd4b...d1c6,MG,14,3135.2299999999996,4.357142857142857,0.07142857142857142,medium
880,8f54d64f...2959,MG,15,3133.1200000000003,3.7333333333333334,0.06666666666666667,medium
881,157c3e4b...9876,SP,23,3131.82,3.6956521739130435,0.08695652173913043,medium
882,9906e7aa...4320,PR,12,3115.6,4.5,0.16666666666666666,medium
883,13074f01...f000,RS,14,3111.7000000000003,3.9285714285714284,0.3076923076923077,medium
884,9c068d10...7e88,MS,17,3108.83,4.125,0.17647058823529413,medium
885,62c50c1a...3d39,SP,14,3096.0300000000007,3.7142857142857144,0.0,medium
886,82bd0703...78fb,SP,21,3084.84,3.857142857142857,0.05,medium
887,d32e3909...9c5f,SP,10,3078.9,3.5,0.3,medium
888,820cc752...3330,PR,15,3078.7700000000004,4.133333333333334,0.13333333333333333,medium
889,b1204cfd...b95c,SP,7,3078.1500000000005,4.0,0.0,medium
890,78744a20...f2b8,PE,6,3068.8500000000004,4.166666666666667,0.16666666666666666,medium
891,d3dcf060...2f69,SP,9,3067.4100000000003,3.888888888888889,0.3333333333333333,medium
892,082e0bf4...0255,SP,11,3064.33,3.272727272727273,0.18181818181818182,medium
893,b74d1c09...224b,RJ,31,3053.2,4.258064516129032,0.13333333333333333,medium
894,ccf8813e...b130,SP,26,3051.29,4.384615384615385,0.07692307692307693,medium
895,f125f3a3...e474,SP,16,3049.2900000000004,4.1875,0.125,medium
896,3504c0cb...59d9,SP,53,3037.31,4.415094339622642,0.0,medium
897,5a93f3ab...78bc,SP,39,3035.3900000000003,4.6923076923076925,0.02631578947368421,medium
898,0bb738e4...5a2d,SP,30,3030.64,4.6,0.03571428571428571,medium
899,1d458720...6db0,SP,42,3027.5399999999995,4.285714285714286,0.05,medium
900,dd58ee93...e1dc,PR,2,3023.31,5.0,0.0,medium
901,f214d28e...f813,SP,54,3021.52,4.150943396226415,0.07692307692307693,medium
902,606ce776...8f0f,SP,5,3018.8599999999997,4.8,0.0,medium
903,e908c0f3...5d71,SP,1,3009.53,4.0,0.0,medium
904,b56906f7...487b,SP,40,2995.42,4.0,0.05,medium
905,6f229cc5...baa4,RJ,13,2988.68,4.384615384615385,0.15384615384615385,medium
906,5abb8ea0...d384,SC,13,2987.2000000000003,3.923076923076923,0.23076923076923078,medium
907,f805b96f...c141,PR,7,2986.87,4.428571428571429,0.0,medium
908,fe26f3ec...2562,SP,7,2971.55,4.428571428571429,0.14285714285714285,medium
909,05257715...b3e1,SC,4,2970.42,2.25,0.0,medium
910,d3f39f05...f159,SP,34,2968.77,3.6470588235294117,0.12121212121212122,medium
911,47efca56...9ea9,PI,12,2965.32,4.083333333333333,0.0,medium
912,f1b93673...5dbc,SP,8,2959.28,3.125,0.25,medium
913,cac876b3...7996,PR,27,2958.7899999999995,4.461538461538462,0.037037037037037035,medium
914,323ce52b...9aa7,SP,30,2955.67,4.310344827586207,0.1724137931034483,medium
915,4b0fdb52...640e,SP,18,2954.2100000000005,4.055555555555555,0.0,medium
916,116ccb1a...33de,SP,61,2948.3300000000004,4.639344262295082,0.06557377049180328,medium
917,888faa8b...1c31,SC,19,2945.0,4.2105263157894735,0.0,medium
918,daeb5653...5012,MG,40,2938.0599999999995,4.0875,0.07894736842105263,medium
919,bc302730...5bbf,SP,11,2930.17,3.8181818181818183,0.09090909090909091,medium
920,655220df...6f94,SP,13,2926.5299999999997,4.076923076923077,0.15384615384615385,medium
921,04aba032...963c,RJ,16,2922.33,4.3125,0.06666666666666667,medium
922,2c4c47cb...542a,SP,12,2917.37,4.666666666666667,0.0,medium
923,5160d230...d743,SP,34,2915.4199999999996,4.382352941176471,0.030303030303030304,medium
924,0725b8c0...748c,SP,17,2905.9900000000002,3.5,0.375,medium
925,41ab63a9...dd5b,MG,12,2874.22,4.25,0.0,medium
926,491a5ada...bdc1,SP,2,2873.81,3.0,0.0,medium
927,f1c1ac3f...5e66,SP,4,2864.78,3.75,0.0,medium
928,4e8dacf3...2d88,SP,10,2861.1099999999997,2.8,0.125,medium
929,3a734b71...8746,SP,18,2859.16,3.9444444444444446,0.06666666666666667,medium
930,8a87611c...b6c7,PR,13,2855.12,2.769230769230769,0.0,medium
931,fdaaf5bf...8d09,SP,10,2848.3199999999997,4.2,0.1,medium
932,bb5bd94c...9cac,SP,16,2846.6400000000003,4.1875,0.0625,medium
933,8603f003...23de,SC,10,2845.12,4.4,0.0,medium
934,1c40343c...de34,SP,21,2839.42,4.619047619047619,0.09523809523809523,medium
935,7fc87cc3...85aa,SP,14,2835.8199999999997,3.5714285714285716,0.2857142857142857,medium
936,7238a95b...34a1,SP,15,2835.1099999999997,4.733333333333333,0.06666666666666667,medium
937,cea72905...d994,SP,24,2831.62,4.125,0.041666666666666664,medium
938,ea6b12bf...7a47,SP,11,2831.32,4.090909090909091,0.0,medium
939,0ed6ce5d...7235,SP,43,2829.25,4.404761904761905,0.14285714285714285,medium
940,c013e57c...5719,SP,42,2828.6600000000003,4.238095238095238,0.07142857142857142,medium
941,ffdd9f82...7dd3,PR,18,2828.66,4.333333333333333,0.0,medium
942,e9511df2...43af,SP,22,2823.1000000000004,4.318181818181818,0.0,medium
